"ano";"tipo_de_emenda";"autor_da_emenda";"numero_da_emenda";"localidade_do_gasto_regionalizacao";"funcao";"subfuncao";"programa_orcamentario";"acao_orcamentaria";"plano_orcamentario";"codigo_da_emenda";"valor_empenhado";"valor_liquidado";"valor_pago";"valor_restos_a_pagar_inscritos";"valor_restos_a_pagar_cancelados";"valor_restos_a_pagar_pagos";"x18";"autor_sanitized";"match_parlamentar";"nome_civil";"partido";"tipo"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JEFERSON RODRIGUES";"0003";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202443990003;936134;0;0;NA;0;0;NA;"JEFERSON RODRIGUES";"JEFERSON RODRIGUES";"JEFERSON RODRIGUES LEMOS";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DIMAS GADELHA";"0015";"MESQUITA - RJ";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202443570015;937333;937333;937333;NA;0;0;NA;"DIMAS GADELHA";"DIMAS GADELHA";"DIMAS DE PAIVA GADELHA JUNIOR";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DIMAS GADELHA";"0012";"SÃO JOÃO DE MERITI - RJ";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202443570012;937333;937333;937333;NA;0;0;NA;"DIMAS GADELHA";"DIMAS GADELHA";"DIMAS DE PAIVA GADELHA JUNIOR";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DIMAS GADELHA";"0009";"DUQUE DE CAXIAS - RJ";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202443570009;937333;937333;937333;NA;0;0;NA;"DIMAS GADELHA";"DIMAS GADELHA";"DIMAS DE PAIVA GADELHA JUNIOR";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DIMAS GADELHA";"0008";"MANGARATIBA - RJ";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202443570008;937333;937333;937333;NA;0;0;NA;"DIMAS GADELHA";"DIMAS GADELHA";"DIMAS DE PAIVA GADELHA JUNIOR";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DIMAS GADELHA";"0011";"SÃO JOÃO DE MERITI - RJ";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202443570011;937333;937333;937333;NA;0;0;NA;"DIMAS GADELHA";"DIMAS GADELHA";"DIMAS DE PAIVA GADELHA JUNIOR";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DIMAS GADELHA";"0007";"ITAGUAÍ - RJ";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202443570007;937333;937333;937333;NA;0;0;NA;"DIMAS GADELHA";"DIMAS GADELHA";"DIMAS DE PAIVA GADELHA JUNIOR";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DIMAS GADELHA";"0014";"MESQUITA - RJ";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202443570014;937333;937333;937333;NA;0;0;NA;"DIMAS GADELHA";"DIMAS GADELHA";"DIMAS DE PAIVA GADELHA JUNIOR";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DIMAS GADELHA";"0013";"SÃO JOÃO DE MERITI - RJ";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202443570013;937333;937333;937333;NA;0;0;NA;"DIMAS GADELHA";"DIMAS GADELHA";"DIMAS DE PAIVA GADELHA JUNIOR";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"TABATA AMARAL";"0020";"MÚLTIPLO";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA - DESPESAS DIVERSAS";202441320020;938058;0;0;NA;0;0;NA;"TABATA AMARAL";"TABATA AMARAL";"TABATA CLAUDIA AMARAL DE PONTES";"PSB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"IZALCI LUCAS";"0005";"DISTRITO FEDERAL (UF)";"Defesa nacional";"Atenção básica";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2E74 - ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS";"ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS - DESPESAS DIVERSAS";202441360005;949774,13;0;0;NA;0;0;NA;"IZALCI LUCAS";"IZALCI LUCAS";NA;"PL";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CHRIS TONIETTO";"0012";"RIO DE JANEIRO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";202439420012;949861,7;0;0;NA;0;0;NA;"CHRIS TONIETTO";"CHRIS TONIETTO";"CHRISTINE NOGUEIRA DOS REIS TONIETTO";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DELEGADO RAMAGEM";"0010";"Nacional";"Defesa nacional";"Defesa naval";"6112 - DEFESA NACIONAL";"219D - ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES";"ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES - DESPESAS DIVERSAS";202443510010;949905,6;16499,98;0;NA;0;0;NA;"RAMAGEM";"RAMAGEM";"ALEXANDRE RAMAGEM RODRIGUES";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"RODRIGO PACHECO";"0001";"MINAS GERAIS (UF)";"Defesa nacional";"Atenção básica";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2E74 - ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS";"ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS - DESPESAS DIVERSAS";202441400001;949907,33;0;0;NA;0;0;NA;"RODRIGO PACHECO";"RODRIGO PACHECO";NA;"PSD";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"FABIANO CONTARATO";"0011";"ESPÍRITO SANTO (UF)";"Organização agrária";"Reforma agrária";"5136 - GOVERNANCA FUNDIARIA, REFORMA AGRARIA E REGULARIZACAO DE TERRITORIOS QUILOMBOLAS E DE POVOS E COMUNIDADES TRADICIONAIS";"211A - DESENVOLVIMENTO E GESTAO AMBIENTAL PARA O PUBLICO DA REFORMA AGRARIA";"DESENVOLVIMENTO E GESTAO AMBIENTAL PARA O PUBLICO DA REFORMA AGRARIA - DESPESAS DIVERSAS";202441800011;949987,21;0;0;NA;0;0;NA;"FABIANO CONTARATO";"FABIANO CONTARATO";NA;"PT";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"RENILCE NICODEMOS";"0012";"BELÉM - PA";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"21BM - DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE";"DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE - DESPESAS DIVERSAS";202444570012;950000;0;0;NA;0;0;NA;"RENILCE NICODEMOS";"RENILCE NICODEMOS";"RENILCE CONCEIÇÃO NICODEMOS DE ALBUQUERQUE";"MDB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ROGERIO MARINHO";"0013";"RIO GRANDE DO NORTE (UF)";"Gestão ambiental";"Recursos hídricos";"2321 - RECURSOS HIDRICOS: AGUA EM QUANTIDADE E QUALIDADE PARA SEMPRE";"1851 - AQUISICAO DE EQUIPAMENTOS E/OU IMPLANTACAO DE OBRAS DE INFRAESTRUTURA HIDRICA DE PEQUENO E MEDIO VULTO";"AQUISICAO DE EQUIPAMENTOS E/OU IMPLANTACAO DE OBRAS DE INFRAESTRUTURA HIDRICA DE PEQUENO E MEDIO VULTO";202442760013;950000;8764,68;8764,68;NA;0;719,83;NA;"ROGERIO MARINHO";"ROGERIO MARINHO";NA;"PL";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DR. ZACHARIAS CALIL";"0005";"GOIÁS (UF)";"Segurança pública";"Custódia e reintegração social";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"21EO - APOIO AO SISTEMA PENITENCIARIO NACIONAL";"APOIO AO SISTEMA PENITENCIARIO NACIONAL";202439650005;950000;0;0;NA;0;0;NA;"ZACHARIAS CALIL";"ZACHARIAS CALIL";"ZACARIAS CALIL HAMU";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"RODRIGO CUNHA";"0006";"ALAGOAS (UF)";"Organização agrária";"Promoção da produção agropecuária";"1191 - AGRICULTURA FAMILIAR E AGROECOLOGIA";"210V - ESTRUTURACAO PRODUTIVA, PROMOCAO E FORTALECIMENTO DA AGRICULTURA FAMILIAR E DA AGROECOLOGIA";"ESTRUTURACAO PRODUTIVA, PROMOCAO E FORTALECIMENTO DA AGRICULTURA FAMILIAR E DA AGROECOLOGIA - DESPESAS DIVERSAS";202441780006;950000;0;0;NA;0;0;NA;"RODRIGO CUNHA";"RODRIGO CASTRO";"RODRIGO BATISTA DE CASTRO";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LUIZIANNE LINS";"0003";"CEARÁ (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5135 - JUVENTUDE: DIREITOS, PARTICIPACAO E BEM VIVER";"217Y - GESTAO E FOMENTO DE POLITICAS PUBLICAS DE JUVENTUDE";"GESTAO E FOMENTO DE POLITICAS PUBLICAS DE JUVENTUDE - DESPESAS DIVERSAS";202437100003;950000;950000;950000;NA;0;0;NA;"LUIZIANNE LINS";"LUIZIANNE LINS";"LUIZIANNE DE OLIVEIRA LINS";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CARLOS SAMPAIO";"0001";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202415270001;950000;0;0;NA;0;0;NA;"CARLOS SAMPAIO";"CARLOS SAMPAIO";"CARLOS HENRIQUE FOCESI SAMPAIO";"PSD";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CAMILA JARA";"0012";"MATO GROSSO DO SUL (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";202443180012;950000;0;0;NA;0;0;NA;"CAMILA JARA";"CAMILA JARA";"CAMILA BAZACHI JARA MARZOCHI";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JANDIRA FEGHALI";"0012";"RIO DE JANEIRO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";202417750012;950000;0;0;NA;0;0;NA;"JANDIRA FEGHALI";"JANDIRA FEGHALI";"JANDIRA FEGHALI";"PCdoB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CARLOS JORDY";"0004";"RIO DE JANEIRO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA";202439300004;950000;0;0;NA;0;0;NA;"CARLOS JORDY";"CARLOS JORDY";"Carlos Roberto Coelho de Mattos Júnior";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LUIZ PHILIPPE DE ORLEANS E BRAGANCA";"0013";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";202440360013;950000;6e+05;6e+05;NA;0;0;NA;"LUIZ PHILIPPE ORLEANS E BRAGANCA";"LUIZ PHILIPPE ORLEANS E BRAGANCA";"LUIZ PHILIPPE DE ORLEANS BRAGANÇA";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"GILSON DANIEL";"0007";"ESPÍRITO SANTO (UF)";"Agricultura";"Promoção da produção agropecuária";"1144 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";202443830007;955000;0;0;NA;0;0;NA;"GILSON DANIEL";"GILSON DANIEL";"GILSON DANIEL BATISTA";"PODE";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"RUBENS OTONI";"0002";"GOIÁS (UF)";"Agricultura";"Promoção da produção agropecuária";"2317 - DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL";"214S - ESTRUTURACAO E DINAMIZACAO DE ATIVIDADES PRODUTIVAS - ROTAS DE INTEGRACAO NACIONAL";"ESTRUTURACAO E DINAMIZACAO DE ATIVIDADES PRODUTIVAS - ROTAS DE INTEGRACAO NACIONAL";202419600002;955000;0;0;NA;0;0;NA;"RUBENS OTONI";"RUBENS OTONI";"RUBENS OTONI GOMIDE";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"FLAVIA MORAIS";"0004";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202428330004;955017;323812;323812;NA;0;0;NA;"FLAVIA MORAIS";"FLAVIA MORAIS";"FLÁVIA CARREIRO ALBUQUERQUE MORAIS";"PDT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"MERSINHO LUCENA";"0011";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202444320011;955431;780431;780431;NA;0;0;NA;"MERSINHO LUCENA";"MERSINHO LUCENA";"FRANCISCO EMERSON ASSIS DE LUCENA";"PP";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LUCAS RAMOS";"0005";"PETROLINA - PE";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202444090005;958317;0;0;NA;0;0;NA;"LUCAS RAMOS";"LUCAS RAMOS";"LUCAS CAVALCANTI RAMOS";"PSB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"TARCISIO MOTTA";"0008";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5115 - PROMOCAO DO ACESSO A JUSTICA E DA DEFESA DOS DIREITOS";"21F0 - DEMOCRATIZACAO DO ACESSO A JUSTICA E A CIDADANIA";"DEMOCRATIZACAO DO ACESSO A JUSTICA E A CIDADANIA - DESPESAS DIVERSAS";202444830008;960000;0;0;NA;0;0;NA;"TARCISIO MOTTA";"TARCISIO MOTTA";"TARCISIO MOTTA DE CARVALHO";"PSOL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LIDICE DA MATA";"0005";"MÚLTIPLO";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA - DESPESAS DIVERSAS";202424680005;962088,95;0;0;NA;0;0;NA;"LIDICE MATA";"LIDICE MATA";"LÍDICE DA MATA E SOUZA";"PSB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DANIEL BARBOSA";"0008";"ARAPIRACA - AL";"Saúde";"Vigilância epidemiológica";"5123 - VIGILANCIA EM SAUDE E AMBIENTE";"20YJ - FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE E AMBIENTE";"FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE E AMBIENTE - DESPESAS DIVERSAS";202443370008;965243;965243;965243;NA;0;0;NA;"DANIEL BARBOSA";"DANIEL BARBOSA";"DANIEL BARBOSA DE ALMEIDA SILVA";"PP";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"PASTOR HENRIQUE VIEIRA";"0007";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";202444420007;970000;970000;970000;NA;0;0;NA;"HENRIQUE VIEIRA";"HENRIQUE VIEIRA";"HENRIQUE DOS SANTOS VIEIRA LIMA";"PSOL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DORINALDO MALAFAIA";"0005";"AMAPÁ - AP";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";202443580005;971040;0;0;NA;0;0;NA;"DORINALDO MALAFAIA";"DORINALDO MALAFAIA";"DORINALDO BARBOSA MALAFAIA";"PDT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"COVATTI FILHO";"0007";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202430770007;971436;971436;971436;NA;0;0;NA;"COVATTI FILHO";"COVATTI FILHO";"LUIS ANTONIO FRANCISCATTO COVATTI";"PP";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"MARIO NEGROMONTE JR.";"0001";"SENHOR DO BONFIM - BA";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202437270001;971585;971585;971585;NA;0;0;NA;"MARIO NEGROMONTE";"MARIO NEGROMONTE";"MARIO S. M. NEGROMONTE JR.";"PP";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"PAULAO";"0011";"MÚLTIPLO";"Organização agrária";"Extensão rural";"1191 - AGRICULTURA FAMILIAR E AGROECOLOGIA";"210W - APOIO A ORGANIZACAO ECONOMICA E PROMOCAO DA CIDADANIA E O BEM VIVER DE MULHERES RURAIS";"APOIO A ORGANIZACAO ECONOMICA E PROMOCAO DA CIDADANIA E O BEM VIVER DE MULHERES RURAIS - DESPESAS DIVERSAS";202429730011;977500;0;0;NA;0;0;NA;"PAULAO";"PAULAO";"PAULO FERNANDO DOS SANTOS";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CID GOMES";"0014";"TAMBORIL - CE";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202440810014;980000;980000;980000;NA;0;0;NA;"CID GOMES";"CID GOMES";NA;"PSB";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"IVAN VALENTE";"0020";"Nacional";"Saúde";"Difusão do conhecimento científico e tecnológico";"5121 - GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"6179 - COMUNICACAO E INFORMACOES PARA A EDUCACAO EM SAUDE E EM CIENCIA E TECNOLOGIA";"COMUNICACAO E INFORMACOES PARA A EDUCACAO EM SAUDE E EM CIENCIA E TECNOLOGIA - DESPESAS DIVERSAS";202432280020;980000;250000;250000;NA;0;0;NA;"IVAN VALENTE";"IVAN VALENTE";"IVAN VALENTE";"PSOL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"TULIO GADELHA";"0001";"PERNAMBUCO (UF)";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS";202441750001;983983,59;0;0;NA;0;0;NA;"TULIO GADELHA";"TULIO GADELHA";"TÚLIO GADÊLHA SALES DE MELO";"REDE";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ERIBERTO MEDEIROS";"0020";"PERNAMBUCO (UF)";"Urbanismo";"Assistência comunitária";"2317 - DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL";"00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS";202443670020;983988,88;983988,88;929031,71;NA;0;7252,83;NA;"ERIBERTO MEDEIROS";"ERIBERTO MEDEIROS";"JOSÉ ERIBERTO MEDEIROS DE OLIVEIRA";"PSB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LUCAS REDECKER";"0003";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";202440330003;984462;984462;984462;NA;0;0;NA;"LUCAS REDECKER";"LUCAS REDECKER";"LUCAS BELLO REDECKER";"PSDB";"deputado"
